,1e_EMPTY WELL_1,1e_E521_1,1e_E522_1,1e_E523_1,1e_CONTROL_1,1e_E524_1,1e_E525_1,1e_E526_1,1e_EMPTY WELL_2,1e_E521_2,1e_E522_2,1e_E523_2,1e_CONTROL_2,1e_E524_2,1e_E525_2,1e_E526_2,2e_EMPTY WEL_1,2e_E548_1,2e_E549_1,2e_E550_1,2e_CONTROL_1,2e_E551_1,2e_E552_1,2e_E553_1,2e_EMPTY WEL_2,2e_E548_2,2e_E549_2,2e_E550_2,2e_CONTROL_2,2e_E551_2,2e_E552_2,2e_E553_2,3e_EMPTY WELL_1,3e_E528_1,3e_E530_1,3e_E531_1,3e_CONTROL_1,3e_E533_1,3e_E534_1,3e_E535_1,3e_EMPTY WELL_2,3e_E528_2,3e_E530_2,3e_E531_2,3e_CONTROL_2,3e_E533_2,3e_E534_2,3e_E535_2,4e_EMPTY WELL_1,4e_E579_1,4e_E581_1,4e_E582_1,4e_CONTROL_1,4e_E585_1,4e_E586_1,4e_E587_1,4e_EMPTY WELL_2,4e_E579_2,4e_E581_2,4e_E582_2,4e_CONTROL_2,4e_E585_2,4e_E586_2,4e_E587_2,5e_EMPTY WELL_1,5e_E554_1,5e_E555_1,5e_E558_1,5e_CONTROL_1,5e_E559_1,5e_E560_1,5e_E561_1,5e_EMPTY WELL_2,5e_E554_2,5e_E555_2,5e_E558_2,5e_CONTROL_2,5e_E559_2,5e_E560_2,5e_E561_2,6e_EMPTY WELL_1,6e_E563_1,6e_E570_1,6e_E573_1,6e_CONTROL_1,6e_E576_1,6e_E577_1,6e_E578_1,6e_EMPTY WELL_2,6e_E563_2,6e_E570_2,6e_E573_2,6e_CONTROL_2,6e_E576_2,6e_E577_2,6e_E578_2,7e_EMPTY WELL_1,7e_E537_1,7e_E538_1,7e_E542_1,7e_CONTROL_1,7e_E543_1,7e_E545_1,7e_E546_1,7e_EMPTY WELL_2,7e_E537_2,7e_E538_2,7e_E542_2,7e_CONTROL_2,7e_E543_2,7e_E545_2,7e_E546_2,8e_CONTROL_1,8e_E482_1,8e_E484_1,8e_E485_1,8e_CONTROL_2,8e_E482_2,8e_E484_2,8e_E485_2,9e_EMPTY WELL_1,9e_E510_1,9e_E513_1,9e_E515_1,9e_CONTROL_1,9e_E517_1,9e_E518_1,9e_E520_1,9e_EMPTY WELL_2,9e_E510_2,9e_E513_2,9e_E515_2,9e_CONTROL_2,9e_E517_2,9e_E518_2,9e_E520_2,10e_EMPTY WELL_1,10e_E454_1,10e_E456_1,10e_E461_1,10e_CONTROL_1,10e_E487_1,10e_E489_1,10e_E493_1,10e_EMPTY WELL_2,10e_E454_2,10e_E456_2,10e_E461_2,10e_CONTROL_2,10e_E487_2,10e_E489_2,10e_E493_2,11e_EMPTY WELL_1,11e_E498_1,11e_E503_1,11e_E504_1,11e_CONTROL_1,11e_E506_1,11e_E507_1,11e_E509_1,11e_EMPTY WELL_2,11e_E498_2,11e_E503_2,11e_E504_2,11e_CONTROL_2,11e_E506_2,11e_E507_2,11e_E509_2,12e_EMPTY WELL_1,12e_E588_1,12e_E590_1,12e_E591_1,12e_CONTROL_1,12e_E592_1,12e_E593_1,12e_E594_1,12e_EMPTY WELL_2,12e_E588_2,12e_E590_2,12e_E591_2,12e_CONTROL_2,12e_E592_2,12e_E593_2,12e_E594_2,13e_EMPTY WELL_1,13e_E612_1,13e_E625_1,13e_E639_1,13e_CONTROL_1,13e_E641_1,13e_E650_1,13e_E655_1,13e_EMPTY WELL_2,13e_E612_2,13e_E625_2,13e_E639_2,13e_CONTROL_2,13e_E641_2,13e_E650_2,13e_E655_2,freq
0 days 01:53:00,314.1,1961.4,1905.9,1732.2,1909.8,1587.0,1894.3,1938.5,316.4,1884.6,2007.2,1811.1,1970.8,1755.5,2078.0,1764.3,309.8,1618.9,1909.1,2026.1,1737.6,2060.7,1547.1,1932.7,322.1,1845.2,2092.8,2193.1,1852.9,1901.3,1773.8,1999.3,318.0,1471.0,1648.2,1299.0,1731.5,1368.9,1579.0,1432.7,323.1,1457.6,1769.4,1683.9,1393.6,1622.0,1700.1,1435.0,311.2,1528.9,1365.5,1681.0,1701.4,1568.9,1470.2,1713.8,313.0,1503.9,1290.7,1596.5,1649.5,1813.7,1697.9,1648.6,309.4,1805.2,1670.1,1709.5,1401.5,1698.2,1628.2,2034.2,316.9,1610.7,1416.6,1883.3,1237.4,1888.8,1731.3,1777.0,322.0,1754.8,2037.5,2186.1,1914.9,2024.8,1730.4,1894.5,316.8,1762.7,1986.0,2234.8,1819.1,2029.3,1793.9,1735.1,316.7,1782.4,1506.7,1989.3,1489.7,1955.9,1967.9,1806.1,322.7,1818.6,1738.2,1924.1,1705.4,1744.5,1985.3,1872.9,1742.3,1227.9,1748.4,1332.9,1961.0,1289.2,1491.8,1304.3,304.7,2245.6,2266.3,1486.5,2188.3,2018.1,2190.9,2230.7,313.8,1976.5,1156.7,1239.6,2038.1,1346.9,2197.6,2619.1,315.2,1531.6,1596.3,1796.8,1883.7,1341.8,1745.9,1710.6,321.1,1315.8,1571.4,1690.8,1855.6,1399.3,1783.2,1684.2,310.7,2160.8,1965.5,1410.9,1829.7,1344.8,1107.0,1588.7,311.7,2023.8,1641.6,1442.1,1756.6,1546.3,1464.0,676.4,327.4,1577.5,1679.2,626.9,1454.5,1788.4,1505.8,1711.9,312.7,1429.4,1564.7,1161.1,1527.3,1858.3,1360.6,1545.9,315.2,1694.7,1723.0,1810.0,1702.7,1944.3,1782.1,1675.1,325.4,1738.9,1873.4,1964.9,1851.9,2065.0,1954.6,1872.0,4000
0 days 01:54:00,314.1,1948.0,1889.5,1735.9,1910.5,1582.1,1883.8,1956.4,316.4,1882.5,2018.0,1821.5,1972.7,1759.4,2072.2,1774.2,309.7,1617.1,1907.9,2032.1,1733.8,2062.2,1567.7,1931.2,322.1,1856.9,2100.4,2192.4,1862.6,1896.7,1765.0,2004.1,318.1,1475.5,1654.2,1285.1,1728.4,1386.0,1576.3,1431.3,323.0,1456.3,1767.6,1696.0,1400.8,1621.2,1702.8,1433.0,311.2,1523.8,1365.2,1682.5,1724.5,1565.3,1461.5,1708.7,313.2,1501.5,1297.7,1596.1,1659.2,1809.7,1694.9,1643.4,309.6,1799.0,1676.6,1708.6,1399.7,1688.6,1634.1,2036.6,317.1,1617.8,1421.8,1892.7,1242.3,1890.0,1733.2,1786.6,322.1,1748.1,2038.5,2189.0,1923.6,2009.4,1733.4,1900.4,316.7,1759.7,1983.0,2244.9,1823.8,2036.1,1793.3,1733.6,316.6,1794.4,1520.0,2003.0,1506.4,1939.6,1961.8,1797.3,323.0,1824.4,1731.1,1932.3,1697.9,1749.8,1983.6,1868.0,1742.1,1233.0,1743.8,1329.2,1965.1,1290.1,1499.8,1303.5,304.4,2256.0,2290.9,1514.1,2223.3,2026.9,2200.8,2261.5,313.4,1993.4,1173.2,1263.9,2075.4,1378.9,2204.2,2622.5,315.0,1531.4,1603.2,1801.5,1897.1,1343.9,1760.8,1700.4,320.8,1317.4,1568.0,1688.8,1848.5,1410.2,1785.5,1687.4,310.8,2170.4,1995.5,1434.8,1854.8,1351.1,1129.8,1619.7,312.0,2059.9,1660.4,1466.1,1787.2,1571.2,1497.6,677.4,327.4,1581.9,1685.0,626.3,1459.9,1796.4,1503.1,1710.0,312.6,1434.7,1580.9,1163.5,1516.2,1851.1,1363.3,1548.7,315.1,1701.3,1725.4,1821.9,1699.6,1946.0,1784.1,1681.7,325.2,1740.6,1879.8,1960.8,1865.6,2077.3,1952.3,1879.8,4000
0 days 01:55:00,314.1,1967.2,1893.6,1731.7,1910.0,1583.0,1877.9,1950.8,316.0,1880.8,2027.9,1828.4,1967.3,1757.2,2085.8,1780.5,309.4,1629.4,1909.9,2040.8,1728.3,2059.5,1569.3,1938.6,322.0,1855.7,2104.3,2187.6,1850.0,1914.6,1753.5,2000.1,318.0,1482.0,1658.7,1282.3,1717.3,1390.8,1571.2,1443.1,322.5,1452.0,1776.5,1705.6,1387.6,1621.4,1697.5,1432.9,311.2,1513.1,1365.0,1683.8,1742.7,1575.5,1464.7,1704.7,313.1,1505.8,1301.0,1582.4,1661.5,1802.0,1690.0,1642.2,309.4,1793.2,1678.4,1711.3,1391.1,1681.2,1628.4,2041.7,317.3,1606.2,1430.8,1885.8,1242.4,1897.8,1738.5,1780.0,322.2,1758.2,2031.4,2191.5,1921.6,1998.6,1727.8,1899.3,316.3,1768.5,1989.6,2244.6,1828.4,2032.9,1791.3,1739.3,316.6,1796.8,1522.3,2008.8,1511.4,1925.6,1959.4,1795.0,322.8,1839.1,1729.7,1938.0,1695.7,1757.5,1985.5,1867.1,1739.2,1235.0,1750.9,1324.8,1974.5,1288.4,1500.8,1308.6,304.4,2253.9,2295.9,1551.4,2255.9,2025.3,2211.6,2287.3,313.3,2009.0,1190.9,1293.7,2099.5,1398.8,2214.7,2623.2,314.9,1545.0,1611.0,1806.5,1895.0,1346.6,1757.6,1713.7,320.9,1306.9,1576.0,1686.3,1852.9,1417.2,1785.5,1699.6,310.4,2185.4,2006.5,1465.8,1873.7,1369.1,1142.8,1645.1,311.5,2085.6,1676.2,1476.8,1827.6,1605.7,1525.3,677.7,327.3,1586.1,1685.7,626.3,1466.1,1799.2,1509.8,1711.9,312.5,1425.8,1589.9,1155.8,1531.5,1847.6,1365.7,1548.1,315.0,1702.8,1722.7,1819.1,1700.9,1944.2,1786.2,1680.3,325.3,1747.4,1885.3,1967.0,1863.4,2076.4,1966.7,1880.3,4000
0 days 01:56:00,314.0,1967.9,1893.5,1731.5,1901.5,1595.1,1879.4,1945.2,315.9,1886.5,2031.5,1820.7,1973.8,1761.8,2099.9,1768.4,309.7,1614.8,1903.4,2047.2,1729.7,2058.5,1567.8,1941.7,322.0,1863.2,2102.7,2194.9,1851.2,1922.6,1761.6,1995.7,318.1,1477.3,1673.8,1282.8,1729.1,1391.4,1582.4,1441.3,323.0,1448.9,1780.9,1701.4,1377.8,1619.5,1710.4,1433.2,311.1,1486.0,1371.8,1688.5,1749.2,1571.2,1489.7,1703.9,313.1,1501.6,1308.6,1592.8,1654.4,1797.8,1700.5,1642.1,309.4,1792.2,1686.2,1712.6,1396.4,1680.2,1621.9,2020.1,316.8,1598.8,1425.9,1893.6,1241.6,1895.1,1732.4,1788.6,322.1,1750.2,2039.7,2200.2,1922.6,2008.9,1728.0,1898.8,316.3,1768.5,1992.6,2230.5,1831.5,2044.9,1788.3,1749.2,316.4,1792.4,1506.5,2015.1,1506.1,1931.6,1954.2,1807.4,322.9,1839.6,1728.9,1940.1,1697.3,1745.2,1981.1,1878.9,1735.9,1234.9,1754.4,1326.6,1988.5,1291.5,1511.7,1312.3,304.5,2246.2,2298.4,1586.8,2289.6,2030.6,2209.4,2322.4,313.3,2015.0,1210.0,1327.7,2121.9,1421.8,2225.7,2627.9,314.3,1558.0,1613.2,1808.2,1886.4,1348.0,1757.5,1713.8,320.6,1313.2,1591.2,1696.6,1865.3,1414.9,1787.2,1705.1,310.6,2207.0,2024.5,1493.0,1904.2,1387.4,1163.4,1670.0,311.6,2108.9,1693.5,1497.5,1853.3,1626.9,1559.0,678.6,327.2,1585.5,1677.7,626.2,1472.2,1803.1,1517.6,1710.6,312.5,1427.5,1584.1,1158.8,1533.1,1858.4,1365.8,1538.9,315.0,1715.9,1734.0,1808.7,1699.2,1951.9,1783.2,1680.0,325.3,1732.5,1878.7,1975.2,1883.5,2083.8,1966.4,1887.7,4000
0 days 01:57:00,314.1,1970.7,1885.7,1716.8,1901.4,1596.3,1899.2,1951.0,316.3,1892.1,2032.0,1821.1,1967.2,1748.0,2093.1,1772.6,309.6,1624.3,1897.5,2049.0,1735.2,2067.9,1556.5,1935.9,321.6,1876.2,2100.2,2205.5,1860.3,1928.6,1767.9,1998.0,317.9,1470.9,1675.0,1290.5,1727.5,1400.4,1582.1,1426.8,322.8,1443.6,1781.2,1703.7,1378.3,1614.0,1708.9,1431.3,311.0,1483.9,1385.6,1690.7,1747.2,1582.1,1495.1,1698.5,312.7,1498.4,1308.6,1586.9,1646.8,1789.0,1688.3,1638.5,309.5,1792.7,1692.1,1713.1,1410.4,1677.2,1625.2,2006.1,317.2,1613.7,1435.3,1892.2,1241.2,1891.7,1733.9,1778.8,322.0,1749.0,2044.5,2211.5,1926.3,2020.2,1733.0,1901.9,316.4,1772.6,1996.1,2248.9,1832.5,2051.0,1784.4,1754.3,316.3,1789.9,1497.0,2007.7,1516.8,1935.7,1960.8,1808.1,322.7,1841.6,1725.8,1943.2,1677.1,1740.7,1983.4,1886.2,1736.6,1243.6,1754.1,1333.3,1980.5,1283.1,1516.4,1324.9,304.2,2254.3,2311.3,1629.3,2318.2,2039.4,2222.0,2351.2,313.2,2023.8,1222.6,1362.2,2147.5,1451.6,2223.7,2637.8,315.0,1563.4,1614.1,1810.0,1895.8,1344.0,1759.7,1719.3,320.8,1310.5,1596.6,1700.7,1873.2,1423.3,1786.2,1699.1,310.2,2230.0,2045.4,1533.6,1945.1,1403.5,1181.0,1692.9,311.2,2129.9,1713.5,1513.0,1882.0,1667.2,1587.2,679.3,327.2,1584.4,1674.5,626.3,1477.4,1806.2,1524.7,1713.5,312.8,1435.6,1578.8,1159.9,1541.6,1856.7,1368.0,1531.0,314.8,1711.4,1743.0,1806.5,1716.2,1954.6,1791.1,1683.2,325.2,1721.3,1869.2,1976.5,1874.8,2086.6,1954.8,1874.2,4000
0 days 01:58:00,313.9,1968.8,1880.7,1722.0,1906.2,1595.4,1903.3,1957.6,315.8,1906.3,2024.7,1827.9,1969.4,1730.0,2089.8,1774.0,309.4,1628.0,1892.7,2053.5,1737.2,2073.3,1557.0,1933.0,321.6,1892.6,2102.8,2214.0,1867.9,1938.7,1766.4,2006.7,317.9,1466.3,1667.3,1295.6,1720.9,1387.0,1585.8,1437.8,322.7,1450.3,1788.4,1688.6,1389.3,1612.1,1705.8,1432.9,311.0,1491.8,1401.5,1691.6,1754.1,1589.8,1494.3,1690.7,313.0,1487.0,1306.2,1580.0,1646.6,1777.5,1691.3,1630.0,309.2,1795.8,1688.3,1729.8,1415.3,1678.1,1628.7,2005.1,317.1,1611.2,1432.9,1891.2,1245.2,1895.6,1732.6,1791.9,321.8,1747.2,2034.1,2202.2,1930.1,2024.9,1732.0,1903.7,316.4,1771.9,1990.0,2245.1,1842.3,2055.9,1790.9,1753.5,316.4,1788.1,1497.0,2005.1,1523.2,1935.1,1959.7,1807.9,322.9,1844.2,1725.0,1933.9,1685.2,1746.9,1984.9,1888.6,1743.1,1239.6,1759.5,1340.2,1977.8,1284.4,1513.3,1319.1,304.2,2251.6,2320.1,1653.0,2340.1,2049.2,2233.1,2361.8,313.4,2035.5,1245.4,1396.6,2175.1,1484.3,2233.8,2639.1,314.8,1559.5,1618.3,1808.7,1895.2,1342.5,1769.1,1721.4,320.5,1314.2,1589.6,1697.2,1871.7,1424.4,1794.9,1694.3,310.4,2240.3,2069.1,1560.6,1978.4,1413.1,1206.9,1717.9,311.6,2148.4,1738.3,1531.7,1902.4,1706.0,1609.1,679.5,327.0,1577.7,1662.9,626.8,1477.0,1823.3,1526.9,1711.4,312.3,1438.3,1568.5,1158.6,1551.5,1865.5,1374.6,1534.6,314.8,1729.4,1752.3,1800.5,1720.3,1967.1,1788.2,1675.8,325.1,1711.3,1859.9,1979.5,1883.9,2083.5,1956.7,1864.1,4000
0 days 01:59:00,313.9,1974.0,1900.8,1716.4,1915.8,1601.4,1903.3,1956.7,316.2,1903.7,2022.7,1823.8,1966.3,1748.2,2088.7,1770.9,309.6,1637.1,1887.0,2052.8,1735.6,2059.0,1561.4,1936.2,321.9,1875.5,2099.6,2205.1,1867.7,1940.0,1772.3,2004.1,317.7,1472.8,1665.6,1293.4,1733.4,1389.0,1578.0,1441.1,322.5,1450.6,1780.3,1693.3,1402.9,1616.8,1701.4,1430.3,311.0,1497.6,1403.2,1684.1,1750.8,1584.3,1496.9,1690.9,312.6,1491.7,1320.1,1577.0,1652.5,1775.4,1709.5,1624.7,309.0,1794.6,1692.3,1739.3,1409.0,1689.1,1629.3,2002.8,316.9,1611.8,1425.7,1887.7,1250.6,1891.5,1731.9,1794.4,322.0,1753.7,2041.0,2202.2,1933.8,2027.2,1740.8,1899.3,316.6,1775.1,1987.1,2241.2,1843.6,2056.6,1792.2,1756.1,316.2,1785.7,1510.1,2010.0,1530.9,1951.7,1964.2,1810.1,322.5,1845.3,1728.4,1926.8,1679.8,1755.7,1988.4,1891.9,1744.9,1230.1,1770.8,1349.5,1989.1,1290.5,1514.3,1318.8,304.2,2252.1,2324.9,1674.5,2376.9,2062.9,2240.7,2380.1,313.2,2052.4,1264.1,1412.3,2196.4,1511.7,2240.8,2641.5,314.8,1559.5,1623.5,1815.1,1892.5,1336.6,1778.5,1719.3,320.7,1307.5,1591.2,1697.7,1866.5,1420.1,1806.2,1705.4,310.2,2261.0,2078.0,1589.1,2009.1,1424.4,1230.3,1744.0,311.2,2167.0,1757.9,1547.6,1921.5,1729.1,1628.2,680.2,326.9,1569.8,1665.0,626.9,1469.5,1821.7,1526.2,1716.0,312.3,1437.5,1557.2,1159.9,1544.2,1869.6,1374.7,1537.0,314.8,1722.3,1743.0,1797.1,1718.9,1965.5,1792.7,1667.9,325.0,1716.3,1868.1,1973.4,1884.2,2094.0,1950.6,1877.6,4000
0 days 02:00:00,313.9,1979.5,1907.4,1715.8,1910.5,1607.5,1916.2,1954.9,316.0,1897.5,2013.4,1818.9,1973.8,1750.8,2087.9,1773.0,309.3,1647.1,1905.3,2060.9,1724.2,2076.4,1554.4,1942.7,321.7,1861.4,2090.2,2205.6,1874.3,1935.9,1770.8,2011.0,317.8,1466.8,1667.9,1303.0,1721.6,1385.0,1580.9,1445.6,322.9,1445.2,1781.1,1705.7,1416.0,1620.6,1692.5,1432.6,311.0,1493.4,1397.1,1684.9,1764.2,1590.4,1493.0,1684.0,313.1,1491.1,1325.1,1567.2,1663.2,1770.5,1699.7,1638.9,309.3,1791.8,1682.1,1728.3,1411.8,1692.8,1628.1,2000.3,317.2,1606.4,1435.1,1901.6,1254.2,1892.2,1732.6,1799.5,321.9,1755.7,2040.2,2205.1,1921.9,2030.9,1745.0,1902.4,316.2,1795.0,1997.4,2232.8,1835.6,2056.0,1795.8,1759.3,316.3,1782.5,1514.1,2003.9,1526.8,1936.9,1968.0,1817.8,322.8,1849.9,1730.2,1921.7,1675.6,1766.2,1986.7,1895.4,1732.1,1224.2,1759.6,1356.6,1995.2,1299.3,1514.7,1321.0,304.1,2253.0,2316.5,1704.7,2395.2,2061.6,2244.3,2402.0,312.7,2075.6,1290.3,1434.2,2227.7,1522.5,2253.2,2644.3,314.7,1559.3,1624.9,1818.7,1886.4,1328.8,1777.1,1716.8,320.4,1306.6,1587.6,1693.9,1863.3,1413.8,1799.2,1700.1,310.1,2283.0,2094.7,1629.7,2028.0,1443.4,1255.9,1775.4,311.4,2191.7,1776.1,1570.5,1940.2,1761.5,1646.5,681.1,327.0,1570.4,1674.2,627.1,1470.5,1823.0,1525.5,1703.6,312.5,1429.8,1567.2,1162.6,1543.1,1861.2,1367.0,1536.1,314.7,1708.8,1740.8,1798.4,1713.4,1969.5,1788.9,1669.3,325.1,1706.7,1859.5,1970.3,1889.2,2084.6,1955.0,1872.5,4000
0 days 02:01:00,313.5,1980.5,1902.5,1721.4,1917.5,1615.9,1915.6,1942.4,316.1,1912.0,2019.5,1801.6,1978.9,1757.0,2076.7,1772.2,309.3,1642.5,1911.5,2053.2,1739.6,2074.3,1555.8,1945.8,321.8,1864.8,2099.5,2218.2,1864.1,1955.2,1769.3,2006.2,317.9,1468.0,1680.1,1304.9,1738.1,1384.9,1589.0,1440.3,322.6,1446.3,1781.0,1700.5,1407.2,1626.6,1693.8,1437.6,310.9,1488.7,1396.9,1677.4,1759.3,1586.3,1505.5,1680.1,312.5,1491.1,1322.8,1560.3,1674.4,1772.9,1690.5,1637.7,309.0,1791.0,1684.9,1720.4,1414.8,1698.4,1616.7,1995.8,316.8,1611.7,1444.2,1908.8,1243.1,1887.4,1739.0,1798.3,321.9,1767.7,2039.1,2211.3,1919.2,2036.8,1754.3,1895.6,316.4,1796.1,2005.6,2224.6,1840.7,2048.0,1797.6,1764.7,316.1,1777.3,1512.8,1997.5,1525.1,1938.4,1968.2,1822.7,322.4,1856.0,1714.1,1922.5,1669.3,1770.7,1985.2,1891.3,1734.9,1214.3,1752.2,1356.1,1996.7,1303.0,1516.1,1323.5,304.1,2252.8,2316.8,1742.1,2410.8,2058.6,2255.2,2426.6,313.2,2072.8,1309.6,1463.1,2249.5,1542.8,2247.5,2642.0,314.7,1568.1,1620.9,1820.1,1884.6,1328.9,1780.4,1717.9,320.5,1306.0,1592.8,1689.2,1857.4,1407.9,1793.5,1706.0,310.0,2300.5,2115.4,1658.6,2048.4,1454.0,1279.2,1808.4,311.0,2204.1,1793.1,1584.0,1961.3,1805.6,1674.2,682.0,326.9,1576.4,1678.8,627.5,1467.8,1831.5,1524.0,1704.9,312.1,1428.7,1570.5,1172.6,1542.6,1851.0,1375.4,1536.0,314.7,1695.2,1741.6,1786.5,1711.7,1970.0,1787.1,1672.6,325.0,1712.4,1856.8,1980.0,1900.3,2096.1,1947.0,1872.5,4000
0 days 02:02:00,313.7,1983.7,1899.7,1730.7,1904.6,1614.7,1904.2,1936.2,315.9,1919.1,2031.9,1798.4,1988.3,1759.3,2063.3,1775.2,309.4,1638.2,1912.3,2035.5,1734.5,2084.8,1559.1,1942.4,321.7,1859.8,2091.4,2222.9,1877.7,1963.7,1759.5,1999.1,317.8,1470.3,1681.2,1305.7,1737.7,1387.3,1591.1,1451.9,322.6,1447.4,1780.6,1695.9,1419.9,1626.5,1696.7,1439.0,310.9,1495.1,1395.1,1674.5,1756.4,1581.5,1501.5,1672.3,313.1,1480.6,1327.5,1570.3,1662.6,1766.0,1684.3,1639.0,309.0,1788.7,1683.7,1721.8,1410.3,1716.1,1618.6,1991.1,316.6,1616.3,1444.5,1904.5,1252.5,1891.0,1735.4,1789.6,321.8,1766.8,2034.4,2210.4,1937.5,2039.2,1761.3,1900.5,316.4,1808.6,2008.7,2239.9,1839.9,2046.5,1796.8,1753.5,316.3,1770.7,1504.1,1992.9,1539.6,1928.6,1963.6,1824.6,322.7,1855.8,1713.1,1924.3,1667.3,1771.5,1974.9,1893.9,1742.9,1221.0,1760.4,1357.5,1975.7,1296.3,1508.4,1330.1,303.9,2244.9,2315.8,1769.5,2440.4,2064.9,2262.7,2438.5,312.6,2083.7,1329.9,1495.7,2271.4,1561.3,2258.1,2648.6,314.6,1565.9,1617.5,1807.2,1892.7,1338.8,1787.5,1715.9,320.2,1315.1,1593.4,1700.6,1860.0,1404.6,1791.1,1710.2,310.0,2316.8,2142.8,1679.5,2074.1,1464.1,1309.5,1823.9,311.3,2222.0,1810.9,1606.2,1980.6,1840.9,1704.7,682.7,326.9,1572.0,1682.6,627.6,1461.9,1826.0,1533.7,1711.6,312.2,1426.1,1569.0,1167.7,1545.0,1852.8,1373.8,1540.5,314.6,1689.3,1743.3,1784.8,1723.2,1953.2,1791.6,1676.9,324.7,1706.7,1861.7,1983.6,1892.7,2099.4,1942.4,1869.9,4000
0 days 02:03:00,313.8,1982.2,1903.4,1733.0,1907.8,1619.5,1900.7,1947.8,316.0,1929.7,2030.2,1797.4,1981.5,1761.7,2054.0,1775.4,309.4,1638.7,1920.5,2038.3,1743.8,2087.5,1567.8,1949.2,321.3,1875.2,2083.0,2214.2,1874.1,1955.7,1775.5,1995.5,317.8,1478.0,1679.4,1324.1,1733.2,1379.2,1590.8,1452.1,322.3,1454.3,1774.1,1691.1,1420.9,1630.4,1692.7,1441.2,311.1,1494.2,1398.5,1678.3,1754.2,1580.9,1510.4,1679.8,312.5,1469.5,1345.0,1568.0,1667.7,1788.3,1682.5,1641.1,309.1,1787.2,1683.8,1726.2,1405.7,1734.4,1626.5,1997.3,317.0,1620.7,1439.7,1903.2,1251.5,1892.5,1730.5,1791.4,321.8,1767.0,2029.9,2218.6,1930.6,2031.1,1766.8,1912.9,315.9,1805.6,2001.4,2232.1,1826.0,2046.2,1799.4,1754.3,316.0,1773.7,1494.7,2000.1,1542.4,1935.0,1977.3,1815.7,322.5,1855.0,1730.1,1926.5,1678.8,1765.2,1979.3,1887.8,1748.5,1219.7,1769.0,1369.9,1972.9,1309.8,1517.0,1329.9,303.8,2240.6,2334.8,1810.7,2467.0,2085.3,2268.9,2475.8,312.7,2099.0,1350.1,1527.1,2290.8,1573.7,2260.5,2648.3,314.4,1562.2,1620.8,1823.5,1894.8,1340.3,1787.7,1727.9,320.5,1322.4,1583.8,1691.2,1862.6,1403.6,1799.0,1708.7,309.9,2325.6,2158.8,1699.2,2092.0,1470.8,1328.6,1838.6,310.9,2241.3,1824.5,1620.0,2005.1,1866.2,1732.9,682.9,326.7,1576.0,1681.8,628.4,1463.5,1829.2,1528.7,1709.4,312.1,1427.5,1576.3,1166.3,1534.4,1848.8,1368.9,1545.1,314.7,1684.7,1761.7,1788.2,1733.1,1945.5,1791.2,1663.2,324.9,1711.0,1862.9,1971.6,1873.2,2105.0,1960.3,1866.5,4000
0 days 02:04:00,313.7,1987.7,1913.3,1750.8,1908.8,1617.5,1899.2,1956.9,315.6,1920.3,2034.8,1794.9,1990.7,1775.3,2052.4,1773.2,309.4,1642.3,1916.4,2048.8,1735.2,2101.2,1580.2,1941.0,321.7,1875.9,2085.8,2212.9,1869.8,1943.4,1785.9,1993.8,317.6,1497.9,1676.4,1338.0,1730.1,1377.2,1591.4,1450.9,322.4,1442.9,1775.5,1700.8,1429.6,1627.7,1690.4,1432.2,310.7,1488.1,1409.6,1683.3,1769.5,1574.6,1514.5,1674.1,312.9,1458.5,1348.9,1571.9,1673.3,1792.7,1687.1,1637.9,308.9,1790.6,1689.3,1728.6,1402.1,1728.4,1628.5,1993.4,316.7,1622.1,1434.4,1918.0,1250.0,1920.9,1729.0,1779.6,321.7,1762.6,2028.6,2221.5,1928.9,2029.0,1759.8,1903.1,316.2,1805.3,2005.4,2222.4,1825.4,2051.0,1805.9,1765.7,315.8,1773.8,1500.8,1997.6,1542.9,1923.0,1976.8,1810.9,322.2,1843.0,1729.4,1932.3,1687.4,1762.5,1983.7,1891.5,1753.7,1228.3,1775.5,1379.7,1984.9,1315.4,1524.0,1329.6,303.6,2241.7,2314.9,1842.9,2476.1,2083.1,2280.1,2498.7,312.6,2104.7,1375.1,1555.9,2309.0,1596.6,2254.6,2642.3,314.6,1564.9,1621.1,1841.2,1896.7,1345.7,1789.9,1729.8,320.2,1327.9,1587.3,1693.9,1861.4,1406.0,1788.4,1710.9,310.0,2330.3,2168.3,1713.7,2117.9,1478.9,1352.8,1860.3,311.1,2254.0,1831.5,1633.8,2025.9,1889.7,1762.7,683.0,326.8,1585.1,1685.4,628.8,1478.3,1832.8,1536.7,1707.0,312.0,1430.3,1569.9,1168.2,1548.0,1838.4,1362.4,1550.7,314.6,1681.5,1760.9,1787.2,1733.1,1944.9,1785.2,1671.4,324.9,1710.2,1862.9,1964.4,1870.8,2105.7,1954.2,1861.0,4000
